id,cell,soh,soc,temperature,M,mu,RMS_error
8523,2.0,95.0,40.0,45.0,24,0.4936821667107527,0.011340815549195587
8524,2.0,95.0,40.0,45.0,27,0.3967095866697692,0.014242954476176146
8525,2.0,95.0,40.0,45.0,23,0.3935401286949849,0.011013289626925616
8526,2.0,95.0,40.0,45.0,21,0.42612461366617416,0.011721224789292968
8527,2.0,95.0,40.0,45.0,23,0.3428995087095885,0.01080658908752459
8528,2.0,95.0,40.0,45.0,20,0.4989795203866191,0.011720107394235985
8529,2.0,95.0,40.0,45.0,21,0.44850400886700714,0.011982927375361592
8530,2.0,95.0,40.0,45.0,22,0.4883918704751664,0.010935231513441303
8515,2.0,95.0,30.0,45.0,3,0.13309297677079635,0.11111544984686605
8516,2.0,95.0,30.0,45.0,1,-inf,0.1121363496161436
8517,2.0,95.0,30.0,45.0,17,0.44400695675137203,0.13812669154588864
8518,2.0,95.0,30.0,45.0,1,-inf,0.11437163083229844
8519,2.0,95.0,30.0,45.0,16,0.49555994498478073,0.13707603655311842
