cell,id,f_1,r_1,i_1,f_2,r_2,i_2,f_3,r_3,i_3,f_4,r_4,i_4,f_5,r_5,i_5,f_6,r_6,i_6,f_7,r_7,i_7,f_8,r_8,i_8,f_9,r_9,i_9,f_10,r_10,i_10,f_11,r_11,i_11,f_12,r_12,i_12,f_13,r_13,i_13,f_14,r_14,i_14,f_15,r_15,i_15,f_16,r_16,i_16,f_17,r_17,i_17,f_18,r_18,i_18,f_19,r_19,i_19,f_20,r_20,i_20,f_21,r_21,i_21,f_22,r_22,i_22,f_23,r_23,i_23,f_24,r_24,i_24,f_25,r_25,i_25,f_26,r_26,i_26,f_27,r_27,i_27,f_28,r_28,i_28,f_29,r_29,i_29,f_30,r_30,i_30,f_31,r_31,i_31,f_32,r_32,i_32,f_33,r_33,i_33,f_34,r_34,i_34,f_35,r_35,i_35,f_36,r_36,i_36,f_37,r_37,i_37,f_38,r_38,i_38,f_39,r_39,i_39,f_40,r_40,i_40,f_41,r_41,i_41,f_42,r_42,i_42,f_43,r_43,i_43,f_44,r_44,i_44,f_45,r_45,i_45,f_46,r_46,i_46,f_47,r_47,i_47,f_48,r_48,i_48,f_49,r_49,i_49,f_50,r_50,i_50,f_51,r_51,i_51,f_52,r_52,i_52,f_53,r_53,i_53,f_54,r_54,i_54,f_55,r_55,i_55,f_56,r_56,i_56,f_57,r_57,i_57,f_58,r_58,i_58,f_59,r_59,i_59,f_60,r_60,i_60,temperature,soh,soc
2,5556,20004.453,0.48908,-0.01858,15829.126,0.49401,-0.00481,12516.703,0.50247,0.00814,9909.4424,0.50756,0.0177,7835.48,0.51456,0.02478,6217.2461,0.52374,0.03237,4905.291,0.53191,0.03763,3881.2737,0.53736,0.04275,3070.9827,0.54657,0.04692,2430.7778,0.55663,0.05142,1923.1537,0.56407,0.05581,1522.4358,0.57241,0.05915,1203.8446,0.58087,0.06271,952.86591,0.59164,0.06626,754.27557,0.60237,0.06959,596.71857,0.61279,0.07413,471.96338,0.62336,0.07585,373.20856,0.6358,0.07959,295.47278,0.64641,0.08414,233.87738,0.65853,0.08894,185.05922,0.6721,0.09377,146.35823,0.68382,0.09943,115.77804,0.69732,0.10419,91.6721,0.71241,0.11253,72.51701,0.72719,0.12151,57.36816,0.74586,0.1314,45.3629,0.76659,0.14148,35.93134,0.79076,0.15124,28.40909,0.81735,0.15935,22.48202,0.8508,0.16528,17.79613,0.88339,0.16474,14.06813,0.91602,0.16019,11.1448,0.94597,0.15098,8.81772,0.97449,0.13781,6.97545,0.99468,0.12366,5.5173,1.01287,0.1075,4.36941,1.02662,0.09537,3.45686,1.03585,0.08238,2.73547,1.04408,0.07223,2.16054,1.05134,0.06398,1.70952,1.05703,0.05865,1.35352,1.06035,0.0544,1.07079,1.06515,0.05163,0.84734,1.07001,0.05016,0.67072,1.07341,0.05171,0.53067,1.077,0.05414,0.41976,1.08114,0.05698,0.33183,1.08562,0.06164,0.26261,1.09139,0.06905,0.20791,1.09788,0.07914,0.16452,1.10431,0.09001,0.13007,1.11386,0.10239,0.10309,1.12644,0.11941,0.08153,1.14212,0.14285,0.06443,1.15635,0.17092,0.05102,1.16875,0.19806,0.04042,1.18858,0.22415,0.03192,1.21835,0.25455,0.02528,1.25181,0.29078,0.01999,1.28918,0.32782,35,72,50
2,5557,20004.453,0.48821,-0.02106,15829.126,0.49674,-0.00367,12516.703,0.50263,0.00731,9909.4424,0.50963,0.01688,7835.48,0.51694,0.02497,6217.2461,0.52573,0.03083,4905.291,0.53137,0.03827,3881.2737,0.53971,0.04252,3070.9827,0.54799,0.04763,2430.7778,0.55658,0.05252,1923.1537,0.56544,0.05573,1522.4358,0.57462,0.05959,1203.8446,0.58364,0.06259,952.86591,0.59265,0.06615,754.27557,0.60426,0.07103,596.71857,0.61466,0.07208,471.96338,0.62622,0.07648,373.20856,0.63653,0.08212,295.47278,0.64871,0.08397,233.87738,0.66137,0.08776,185.05922,0.67281,0.09322,146.35823,0.68501,0.0987,115.77804,0.69917,0.10656,91.6721,0.71336,0.11262,72.51701,0.73102,0.12216,57.36816,0.74843,0.13017,45.3629,0.76841,0.14163,35.93134,0.79377,0.15238,28.40909,0.82053,0.15936,22.48202,0.8518,0.16456,17.79613,0.88581,0.16578,14.06813,0.91927,0.16116,11.1448,0.94913,0.15159,8.81772,0.97655,0.13777,6.97545,0.99703,0.12283,5.5173,1.01438,0.10785,4.36941,1.02747,0.0943,3.45686,1.0381,0.08267,2.73547,1.04782,0.07235,2.16054,1.0533,0.06531,1.70952,1.05866,0.05775,1.35352,1.0633,0.05406,1.07079,1.06823,0.05228,0.84734,1.07145,0.05079,0.67072,1.07474,0.05167,0.53067,1.0788,0.05287,0.41976,1.08407,0.05704,0.33183,1.08883,0.0626,0.26261,1.09357,0.06957,0.20791,1.10042,0.07784,0.16452,1.10923,0.08954,0.13007,1.11899,0.10602,0.10309,1.12734,0.12533,0.08153,1.13625,0.14548,0.06443,1.14979,0.16743,0.05102,1.17103,0.19039,0.04042,1.19545,0.22065,0.03192,1.22148,0.25249,0.02528,1.25597,0.28347,0.01999,1.30582,0.32165,35,72,50
2,5558,20004.453,0.48481,-0.01921,15829.126,0.49119,-0.00434,12516.703,0.49827,0.00847,9909.4424,0.5038,0.01798,7835.48,0.51223,0.02547,6217.2461,0.51991,0.03236,4905.291,0.52593,0.03778,3881.2737,0.53489,0.04202,3070.9827,0.54225,0.04624,2430.7778,0.54966,0.05371,1923.1537,0.55971,0.05564,1522.4358,0.5693,0.0594,1203.8446,0.57765,0.06302,952.86591,0.58921,0.06765,754.27557,0.59799,0.06978,596.71857,0.60893,0.07444,471.96338,0.62125,0.07751,373.20856,0.63163,0.08023,295.47278,0.64129,0.08479,233.87738,0.65431,0.08887,185.05922,0.66598,0.09309,146.35823,0.67956,0.09668,115.77804,0.69403,0.10506,91.6721,0.70888,0.11114,72.51701,0.72308,0.12191,57.36816,0.74314,0.13087,45.3629,0.76286,0.14183,35.93134,0.78799,0.15099,28.40909,0.81444,0.1587,22.48202,0.84566,0.16494,17.79613,0.88059,0.1651,14.06813,0.91393,0.16017,11.1448,0.94362,0.15089,8.81772,0.9709,0.13867,6.97545,0.99177,0.12245,5.5173,1.00972,0.10836,4.36941,1.02164,0.09423,3.45686,1.03266,0.08345,2.73547,1.04105,0.07385,2.16054,1.04672,0.06431,1.70952,1.05326,0.05813,1.35352,1.05808,0.05478,1.07079,1.06164,0.05195,0.84734,1.0662,0.0506,0.67072,1.0704,0.05079,0.53067,1.07447,0.05355,0.41976,1.078,0.0581,0.33183,1.08187,0.06324,0.26261,1.08736,0.0694,0.20791,1.09469,0.07853,0.16452,1.1019,0.09085,0.13007,1.10931,0.10403,0.10309,1.1202,0.1191,0.08153,1.13588,0.13834,0.06443,1.15514,0.1652,0.05102,1.1732,0.19791,0.04042,1.1897,0.23054,0.03192,1.21231,0.2606,0.02528,1.246,0.29284,0.01999,1.28591,0.33137,35,72,50
2,5559,20004.453,0.49235,-0.0189,15829.126,0.49863,-0.00376,12516.703,0.50742,0.00756,9909.4424,0.51347,0.01561,7835.48,0.51989,0.02597,6217.2461,0.52816,0.03238,4905.291,0.53699,0.03865,3881.2737,0.54327,0.04307,3070.9827,0.55212,0.04695,2430.7778,0.55871,0.0503,1923.1537,0.5674,0.05707,1522.4358,0.57752,0.05939,1203.8446,0.58621,0.06206,952.86591,0.59666,0.06552,754.27557,0.60762,0.06985,596.71857,0.61693,0.07283,471.96338,0.62631,0.07684,373.20856,0.63929,0.07931,295.47278,0.65202,0.08462,233.87738,0.66367,0.08977,185.05922,0.67445,0.09257,146.35823,0.68855,0.09939,115.77804,0.70156,0.10507,91.6721,0.71546,0.11239,72.51701,0.73166,0.12049,57.36816,0.74996,0.12878,45.3629,0.77225,0.14156,35.93134,0.79664,0.15184,28.40909,0.82409,0.15843,22.48202,0.85596,0.16527,17.79613,0.88873,0.16487,14.06813,0.92005,0.1601,11.1448,0.95155,0.15066,8.81772,0.97749,0.13569,6.97545,0.99826,0.12183,5.5173,1.01431,0.10496,4.36941,1.02764,0.09279,3.45686,1.03838,0.08171,2.73547,1.04629,0.07238,2.16054,1.05163,0.0643,1.70952,1.05791,0.05757,1.35352,1.06273,0.05291,1.07079,1.06732,0.0515,0.84734,1.07009,0.04998,0.67072,1.07468,0.05026,0.53067,1.07886,0.05297,0.41976,1.08352,0.05712,0.33183,1.08779,0.06347,0.26261,1.09171,0.07134,0.20791,1.09791,0.0787,0.16452,1.10574,0.08959,0.13007,1.11478,0.10375,0.10309,1.12424,0.12056,0.08153,1.13708,0.1381,0.06443,1.15515,0.16133,0.05102,1.17986,0.18986,0.04042,1.20309,0.22745,0.03192,1.22449,0.26581,0.02528,1.25042,0.29988,0.01999,1.2873,0.33379,35,72,50
2,5560,20004.453,0.48064,-0.01948,15829.126,0.48772,-0.00437,12516.703,0.49371,0.00824,9909.4424,0.50211,0.01735,7835.48,0.50806,0.0264,6217.2461,0.51639,0.03203,4905.291,0.52383,0.03816,3881.2737,0.53103,0.04374,3070.9827,0.53918,0.04721,2430.7778,0.54744,0.05295,1923.1537,0.55606,0.05594,1522.4358,0.56678,0.05968,1203.8446,0.57563,0.06335,952.86591,0.5858,0.06678,754.27557,0.59591,0.07071,596.71857,0.60687,0.07338,471.96338,0.61675,0.07725,373.20856,0.63018,0.07916,295.47278,0.64072,0.08414,233.87738,0.65239,0.08895,185.05922,0.66572,0.09437,146.35823,0.67768,0.09937,115.77804,0.69274,0.10521,91.6721,0.70581,0.11274,72.51701,0.72264,0.12069,57.36816,0.73977,0.13147,45.3629,0.76118,0.14221,35.93134,0.78608,0.15316,28.40909,0.81375,0.16027,22.48202,0.84543,0.165,17.79613,0.87838,0.16632,14.06813,0.91081,0.16051,11.1448,0.94103,0.1504,8.81772,0.96851,0.13732,6.97545,0.99033,0.12216,5.5173,1.00393,0.10646,4.36941,1.01912,0.09293,3.45686,1.02933,0.08218,2.73547,1.03668,0.073,2.16054,1.04304,0.06369,1.70952,1.04905,0.05861,1.35352,1.05361,0.05474,1.07079,1.05754,0.05088,0.84734,1.06222,0.05018,0.67072,1.06586,0.0512,0.53067,1.07018,0.05379,0.41976,1.07371,0.05787,0.33183,1.0779,0.06237,0.26261,1.08358,0.06872,0.20791,1.0907,0.07855,0.16452,1.09731,0.09049,0.13007,1.10553,0.10335,0.10309,1.11725,0.11833,0.08153,1.13375,0.13919,0.06443,1.15182,0.16675,0.05102,1.16663,0.19876,0.04042,1.18301,0.22828,0.03192,1.20838,0.25727,0.02528,1.24268,0.29102,0.01999,1.28233,0.3298,35,72,50
2,5561,20004.453,0.48437,-0.01825,15829.126,0.48849,-0.00531,12516.703,0.49601,0.00668,9909.4424,0.50301,0.01732,7835.48,0.50921,0.02457,6217.2461,0.5183,0.03234,4905.291,0.52725,0.03877,3881.2737,0.5344,0.04357,3070.9827,0.5426,0.04744,2430.7778,0.54822,0.05229,1923.1537,0.55837,0.05622,1522.4358,0.56784,0.05921,1203.8446,0.57695,0.06371,952.86591,0.58689,0.06735,754.27557,0.59854,0.07108,596.71857,0.6082,0.07338,471.96338,0.61872,0.07691,373.20856,0.62948,0.08076,295.47278,0.6414,0.08403,233.87738,0.65262,0.08841,185.05922,0.66508,0.09279,146.35823,0.67772,0.10069,115.77804,0.6929,0.10507,91.6721,0.70731,0.11245,72.51701,0.72391,0.1214,57.36816,0.73966,0.13131,45.3629,0.76377,0.14147,35.93134,0.78551,0.15007,28.40909,0.8149,0.16081,22.48202,0.84731,0.16441,17.79613,0.87965,0.1635,14.06813,0.91253,0.15833,11.1448,0.94175,0.14808,8.81772,0.96777,0.1351,6.97545,0.98902,0.11944,5.5173,1.007,0.10519,4.36941,1.0185,0.09379,3.45686,1.0285,0.08098,2.73547,1.03727,0.07189,2.16054,1.04376,0.06369,1.70952,1.04731,0.0582,1.35352,1.05304,0.05359,1.07079,1.05789,0.05195,0.84734,1.06082,0.05076,0.67072,1.06439,0.05088,0.53067,1.06942,0.05255,0.41976,1.0733,0.05628,0.33183,1.07806,0.06248,0.26261,1.08341,0.0686,0.20791,1.0902,0.07724,0.16452,1.0993,0.08971,0.13007,1.10869,0.10664,0.10309,1.11636,0.12508,0.08153,1.12537,0.14403,0.06443,1.14059,0.16563,0.05102,1.16174,0.18925,0.04042,1.18503,0.21933,0.03192,1.21173,0.25087,0.02528,1.24819,0.28183,0.01999,1.29715,0.32209,35,72,50
2,5544,20004.453,0.48881,-0.02011,15829.126,0.49608,-0.00302,12516.703,0.50237,0.00612,9909.4424,0.50999,0.01871,7835.48,0.51591,0.02504,6217.2461,0.52319,0.03273,4905.291,0.5326,0.03675,3881.2737,0.53955,0.04337,3070.9827,0.54778,0.04623,2430.7778,0.55628,0.05192,1923.1537,0.56378,0.05455,1522.4358,0.57203,0.05994,1203.8446,0.58224,0.06297,952.86591,0.59178,0.0652,754.27557,0.60224,0.06808,596.71857,0.6126,0.07257,471.96338,0.62311,0.07622,373.20856,0.63324,0.07935,295.47278,0.64519,0.08455,233.87738,0.65662,0.08818,185.05922,0.67081,0.09445,146.35823,0.68266,0.09775,115.77804,0.6959,0.10491,91.6721,0.71071,0.11267,72.51701,0.72592,0.12053,57.36816,0.74557,0.13,45.3629,0.76719,0.14118,35.93134,0.79082,0.1509,28.40909,0.81888,0.15935,22.48202,0.84992,0.16379,17.79613,0.8831,0.16504,14.06813,0.9159,0.15891,11.1448,0.94565,0.14959,8.81772,0.97152,0.13565,6.97545,0.99406,0.12151,5.5173,1.01181,0.10839,4.36941,1.02247,0.09544,3.45686,1.03049,0.08186,2.73547,1.04018,0.06944,2.16054,1.04899,0.06138,1.70952,1.05779,0.0573,1.35352,1.06268,0.05933,1.07079,1.06385,0.05911,0.84734,1.06194,0.05914,0.67072,1.06162,0.05687,0.53067,1.06407,0.05216,0.41976,1.07192,0.04845,0.33183,1.08625,0.04979,0.26261,1.10413,0.05968,0.20791,1.11912,0.07982,0.16452,1.12695,0.10754,0.13007,1.12395,0.13446,0.10309,1.11655,0.15367,0.08153,1.1149,0.16291,0.06443,1.12474,0.17135,0.05102,1.14849,0.17972,0.04042,1.18643,0.19356,0.03192,1.24064,0.22137,0.02528,1.3026,0.2706,0.01999,1.3573,0.34289,35,72,40
2,5545,20004.453,0.48775,-0.01873,15829.126,0.49497,-0.00396,12516.703,0.50168,0.00837,9909.4424,0.50773,0.0174,7835.48,0.51537,0.02436,6217.2461,0.52324,0.03164,4905.291,0.53122,0.03738,3881.2737,0.53918,0.04372,3070.9827,0.54662,0.04626,2430.7778,0.55273,0.0522,1923.1537,0.56214,0.05437,1522.4358,0.57179,0.05936,1203.8446,0.58114,0.06168,952.86591,0.5898,0.06586,754.27557,0.60111,0.0694,596.71857,0.61106,0.07243,471.96338,0.623,0.07536,373.20856,0.634,0.07933,295.47278,0.64588,0.08243,233.87738,0.65726,0.08674,185.05922,0.6698,0.09341,146.35823,0.68329,0.09854,115.77804,0.6952,0.10476,91.6721,0.7112,0.11123,72.51701,0.72634,0.12066,57.36816,0.74496,0.12978,45.3629,0.76644,0.14077,35.93134,0.78984,0.15138,28.40909,0.81836,0.15906,22.48202,0.84927,0.16496,17.79613,0.88234,0.16481,14.06813,0.9159,0.15899,11.1448,0.94389,0.14931,8.81772,0.97132,0.13634,6.97545,0.99243,0.12067,5.5173,1.01081,0.10427,4.36941,1.02254,0.09588,3.45686,1.03025,0.08365,2.73547,1.03832,0.072,2.16054,1.04476,0.06159,1.70952,1.05235,0.05434,1.35352,1.06125,0.05177,1.07079,1.06876,0.05456,0.84734,1.07065,0.05971,0.67072,1.07031,0.06346,0.53067,1.06682,0.06409,0.41976,1.06556,0.06141,0.33183,1.07066,0.05777,0.26261,1.08337,0.05655,0.20791,1.10208,0.06271,0.16452,1.12375,0.08056,0.13007,1.14131,0.10921,0.10309,1.14867,0.14522,0.08153,1.14607,0.17859,0.06443,1.14268,0.20361,0.05102,1.14576,0.21527,0.04042,1.1636,0.22405,0.03192,1.19957,0.23809,0.02528,1.25027,0.25787,0.01999,1.31901,0.29276,35,72,40
2,5547,20004.453,0.48824,-0.01972,15829.126,0.49419,-0.00438,12516.703,0.50305,0.0066,9909.4424,0.5098,0.01662,7835.48,0.51682,0.0243,6217.2461,0.52319,0.03263,4905.291,0.5315,0.03801,3881.2737,0.54003,0.04284,3070.9827,0.54688,0.04719,2430.7778,0.55568,0.05159,1923.1537,0.56365,0.05592,1522.4358,0.57324,0.05872,1203.8446,0.58286,0.06113,952.86591,0.5918,0.06736,754.27557,0.60152,0.06917,596.71857,0.61264,0.07307,471.96338,0.62252,0.07488,373.20856,0.63351,0.07823,295.47278,0.64575,0.08262,233.87738,0.65624,0.08781,185.05922,0.66893,0.09375,146.35823,0.68228,0.09864,115.77804,0.69704,0.10301,91.6721,0.7118,0.11107,72.51701,0.72654,0.11959,57.36816,0.74481,0.13062,45.3629,0.76537,0.14003,35.93134,0.79094,0.15028,28.40909,0.81762,0.15886,22.48202,0.84861,0.16455,17.79613,0.8823,0.16361,14.06813,0.91566,0.15792,11.1448,0.9431,0.14976,8.81772,0.97046,0.13556,6.97545,0.9937,0.12174,5.5173,1.00715,0.10751,4.36941,1.01898,0.09336,3.45686,1.02894,0.08036,2.73547,1.03908,0.06851,2.16054,1.04858,0.06267,1.70952,1.05464,0.06161,1.35352,1.05614,0.06075,1.07079,1.05595,0.0582,0.84734,1.05642,0.05425,0.67072,1.05918,0.04926,0.53067,1.06692,0.04513,0.41976,1.0795,0.04561,0.33183,1.09467,0.05404,0.26261,1.10743,0.07244,0.20791,1.1117,0.09571,0.16452,1.10857,0.11812,0.13007,1.1016,0.13233,0.10309,1.09951,0.13852,0.08153,1.10934,0.14244,0.06443,1.1305,0.15168,0.05102,1.16368,0.1649,0.04042,1.2106,0.1909,0.03192,1.26544,0.23892,0.02528,1.31065,0.30689,0.01999,1.33547,0.38169,35,72,40
2,5548,20004.453,0.48923,-0.01902,15829.126,0.49702,-0.0041,12516.703,0.50182,0.00787,9909.4424,0.51072,0.01774,7835.48,0.51659,0.02409,6217.2461,0.52418,0.03216,4905.291,0.5319,0.03823,3881.2737,0.54021,0.04178,3070.9827,0.54711,0.04696,2430.7778,0.55673,0.05067,1923.1537,0.56628,0.05564,1522.4358,0.57524,0.05846,1203.8446,0.58221,0.06338,952.86591,0.59198,0.06573,754.27557,0.60357,0.07044,596.71857,0.61315,0.07337,471.96338,0.6245,0.07757,373.20856,0.63637,0.07956,295.47278,0.64722,0.08443,233.87738,0.65823,0.08983,185.05922,0.67079,0.09302,146.35823,0.68514,0.09797,115.77804,0.69893,0.10378,91.6721,0.71232,0.11339,72.51701,0.72863,0.12036,57.36816,0.7466,0.13019,45.3629,0.76873,0.14148,35.93134,0.79119,0.15112,28.40909,0.81977,0.15913,22.48202,0.8514,0.16335,17.79613,0.88498,0.16487,14.06813,0.91768,0.15873,11.1448,0.94684,0.14699,8.81772,0.97227,0.13546,6.97545,0.99318,0.12155,5.5173,1.00966,0.107,4.36941,1.02304,0.09219,3.45686,1.03434,0.07797,2.73547,1.04476,0.07198,2.16054,1.0512,0.06765,1.70952,1.05151,0.0636,1.35352,1.05323,0.0582,1.07079,1.05565,0.0519,0.84734,1.06136,0.04599,0.67072,1.06996,0.04317,0.53067,1.08205,0.04523,0.41976,1.09406,0.05564,0.33183,1.10035,0.07205,0.26261,1.09914,0.0903,0.20791,1.09236,0.10312,0.16452,1.08803,0.10811,0.13007,1.09179,0.10955,0.10309,1.10553,0.11182,0.08153,1.12991,0.1197,0.06443,1.16235,0.1399,0.05102,1.20416,0.17265,0.04042,1.24242,0.22628,0.03192,1.26605,0.29176,0.02528,1.27333,0.34817,0.01999,1.27974,0.38485,35,72,40
2,5549,20004.453,0.48333,-0.0181,15829.126,0.49089,-0.00382,12516.703,0.49717,0.00651,9909.4424,0.50418,0.01694,7835.48,0.51121,0.02417,6217.2461,0.51938,0.03128,4905.291,0.52635,0.03728,3881.2737,0.53495,0.04302,3070.9827,0.54303,0.04548,2430.7778,0.55103,0.05085,1923.1537,0.56096,0.05538,1522.4358,0.56916,0.0594,1203.8446,0.57857,0.06252,952.86591,0.58755,0.06587,754.27557,0.59733,0.06947,596.71857,0.60778,0.07269,471.96338,0.61919,0.07586,373.20856,0.62947,0.07994,295.47278,0.64117,0.08227,233.87738,0.65257,0.08694,185.05922,0.66375,0.09322,146.35823,0.67815,0.09859,115.77804,0.69177,0.10488,91.6721,0.70672,0.11165,72.51701,0.72295,0.12217,57.36816,0.74205,0.13063,45.3629,0.76272,0.14057,35.93134,0.78465,0.14971,28.40909,0.8144,0.15813,22.48202,0.84521,0.16281,17.79613,0.87835,0.16335,14.06813,0.91133,0.15923,11.1448,0.93983,0.1477,8.81772,0.96707,0.13649,6.97545,0.98791,0.12155,5.5173,1.00367,0.10712,4.36941,1.01684,0.09141,3.45686,1.03043,0.08238,2.73547,1.03717,0.07492,2.16054,1.04089,0.06845,1.70952,1.04263,0.06052,1.35352,1.04695,0.05241,1.07079,1.05418,0.04639,0.84734,1.06345,0.04412,0.67072,1.07323,0.0468,0.53067,1.0825,0.05686,0.41976,1.08406,0.07046,0.33183,1.07967,0.08155,0.26261,1.07369,0.0875,0.20791,1.073,0.08763,0.16452,1.08003,0.08643,0.13007,1.09671,0.08886,0.10309,1.12254,0.09899,0.08153,1.15397,0.12303,0.06443,1.18365,0.16064,0.05102,1.20714,0.21343,0.04042,1.2128,0.2665,0.03192,1.21347,0.30531,0.02528,1.22297,0.32807,0.01999,1.25248,0.34358,35,72,40
2,5550,20004.453,0.49287,-0.02036,15829.126,0.5,-0.00456,12516.703,0.50584,0.00793,9909.4424,0.51384,0.01745,7835.48,0.51934,0.02406,6217.2461,0.52849,0.03158,4905.291,0.53526,0.03832,3881.2737,0.54242,0.04294,3070.9827,0.5524,0.04678,2430.7778,0.55957,0.05221,1923.1537,0.56818,0.05626,1522.4358,0.57703,0.05886,1203.8446,0.58661,0.06322,952.86591,0.5963,0.06749,754.27557,0.60755,0.07049,596.71857,0.61762,0.07254,471.96338,0.62661,0.07527,373.20856,0.63782,0.07985,295.47278,0.65039,0.08366,233.87738,0.65995,0.08838,185.05922,0.67258,0.09185,146.35823,0.68518,0.0975,115.77804,0.69976,0.10442,91.6721,0.71373,0.11287,72.51701,0.73123,0.11978,57.36816,0.75038,0.12991,45.3629,0.77052,0.13989,35.93134,0.79503,0.14985,28.40909,0.82273,0.15906,22.48202,0.85315,0.16225,17.79613,0.88521,0.16318,14.06813,0.9197,0.15708,11.1448,0.94812,0.14691,8.81772,0.97495,0.13319,6.97545,0.99685,0.12107,5.5173,1.00912,0.10618,4.36941,1.02216,0.0912,3.45686,1.03227,0.07751,2.73547,1.04359,0.06958,2.16054,1.05124,0.06545,1.70952,1.0532,0.06281,1.35352,1.05397,0.05908,1.07079,1.05535,0.05416,0.84734,1.05855,0.04778,0.67072,1.06544,0.04435,0.53067,1.07655,0.04343,0.41976,1.0899,0.05021,0.33183,1.10078,0.06528,0.26261,1.10373,0.0854,0.20791,1.09982,0.10353,0.16452,1.09332,0.11444,0.13007,1.09154,0.11814,0.10309,1.09998,0.11985,0.08153,1.12042,0.125,0.06443,1.14928,0.141,0.05102,1.19039,0.16409,0.04042,1.23548,0.20922,0.03192,1.27321,0.27328,0.02528,1.29086,0.34016,0.01999,1.29727,0.39061,35,72,40
2,5551,20004.453,0.48062,-0.01862,15829.126,0.48713,-0.00416,12516.703,0.49399,0.00623,9909.4424,0.50134,0.01722,7835.48,0.50799,0.02435,6217.2461,0.51511,0.03192,4905.291,0.52298,0.03714,3881.2737,0.53047,0.04333,3070.9827,0.53913,0.04626,2430.7778,0.5473,0.05067,1923.1537,0.55643,0.05498,1522.4358,0.56519,0.05906,1203.8446,0.57344,0.06231,952.86591,0.58489,0.06614,754.27557,0.59527,0.0689,596.71857,0.60514,0.0734,471.96338,0.61441,0.07629,373.20856,0.62617,0.07962,295.47278,0.63846,0.08446,233.87738,0.65206,0.08851,185.05922,0.6628,0.09356,146.35823,0.67432,0.09871,115.77804,0.68767,0.1048,91.6721,0.70371,0.11179,72.51701,0.72117,0.12011,57.36816,0.73775,0.13015,45.3629,0.75976,0.1404,35.93134,0.7846,0.14885,28.40909,0.81243,0.15755,22.48202,0.84297,0.16304,17.79613,0.87597,0.16292,14.06813,0.90829,0.15723,11.1448,0.93827,0.147,8.81772,0.9646,0.1344,6.97545,0.98402,0.12178,5.5173,0.99859,0.10562,4.36941,1.01162,0.09107,3.45686,1.02538,0.07918,2.73547,1.03487,0.07196,2.16054,1.03915,0.06734,1.70952,1.04059,0.06273,1.35352,1.04204,0.05707,1.07079,1.04503,0.05053,0.84734,1.05133,0.0445,0.67072,1.06099,0.0431,0.53067,1.07249,0.04686,0.41976,1.0838,0.05777,0.33183,1.08799,0.07497,0.26261,1.08487,0.09123,0.20791,1.07832,0.10128,0.16452,1.07511,0.10463,0.13007,1.08093,0.10501,0.10309,1.09768,0.10786,0.08153,1.12399,0.11806,0.06443,1.15681,0.14041,0.05102,1.19753,0.17752,0.04042,1.23069,0.23467,0.03192,1.24805,0.29727,0.02528,1.25305,0.34707,0.01999,1.26194,0.37836,35,72,40
2,5552,20004.453,0.48225,-0.01993,15829.126,0.48979,-0.00407,12516.703,0.49578,0.00705,9909.4424,0.50301,0.01804,7835.48,0.51017,0.02491,6217.2461,0.51807,0.02958,4905.291,0.52556,0.03726,3881.2737,0.53266,0.04146,3070.9827,0.54105,0.04603,2430.7778,0.55006,0.05126,1923.1537,0.55871,0.05516,1522.4358,0.56659,0.05964,1203.8446,0.57593,0.06252,952.86591,0.58591,0.06486,754.27557,0.59565,0.06904,596.71857,0.60715,0.07404,471.96338,0.61791,0.07737,373.20856,0.62986,0.08056,295.47278,0.64054,0.08408,233.87738,0.65188,0.08924,185.05922,0.66494,0.09362,146.35823,0.67657,0.09915,115.77804,0.69084,0.10675,91.6721,0.70601,0.11105,72.51701,0.72273,0.12017,57.36816,0.73851,0.12891,45.3629,0.76198,0.13981,35.93134,0.7863,0.14984,28.40909,0.81324,0.15793,22.48202,0.84521,0.16266,17.79613,0.87849,0.16355,14.06813,0.91152,0.15658,11.1448,0.94057,0.14739,8.81772,0.96404,0.13335,6.97545,0.98643,0.11683,5.5173,1.00207,0.10585,4.36941,1.01328,0.09362,3.45686,1.0225,0.08035,2.73547,1.03087,0.0681,2.16054,1.03995,0.06085,1.70952,1.04845,0.05771,1.35352,1.05335,0.05817,1.07079,1.05369,0.05987,0.84734,1.05254,0.05836,0.67072,1.05214,0.05526,0.53067,1.05565,0.05102,0.41976,1.06353,0.04716,0.33183,1.07767,0.04932,0.26261,1.09527,0.06025,0.20791,1.10951,0.08104,0.16452,1.11582,0.10862,0.13007,1.11268,0.13467,0.10309,1.10534,0.15177,0.08153,1.10431,0.16083,0.06443,1.11517,0.16895,0.05102,1.13986,0.17726,0.04042,1.17773,0.19212,0.03192,1.23264,0.22019,0.02528,1.29322,0.27145,0.01999,1.34523,0.3454,35,72,40
